,tweet_id,name,stage,rating_numerator,rating_denominator
4679,699072405256409088,None,None,12,10
4680,699036661657767936,None,None,13,10
4681,699036661657767936,None,None,13,10
4682,699036661657767936,None,pupper,13,10
4683,699036661657767936,None,None,13,10
4684,698989035503689728,Oliver,None,13,10
4685,698989035503689728,Oliver,None,13,10
4686,698989035503689728,Oliver,None,13,10
4687,698989035503689728,Oliver,None,13,10
4688,698953797952008193,CeCe,None,11,10
4689,698953797952008193,CeCe,None,11,10
4690,698953797952008193,CeCe,None,11,10
4691,698953797952008193,CeCe,None,11,10
4692,698907974262222848,None,None,10,10
4693,698907974262222848,None,None,10,10
4694,698907974262222848,None,None,10,10
4695,698907974262222848,None,None,10,10
4696,698710712454139905,Cuddles,None,10,10
4697,698710712454139905,Cuddles,None,10,10
4698,698710712454139905,Cuddles,None,10,10
4699,698710712454139905,Cuddles,None,10,10
4700,698703483621523456,Rusty,None,7,10
4701,698703483621523456,Rusty,None,7,10
4702,698703483621523456,Rusty,None,7,10
4703,698703483621523456,Rusty,None,7,10
4704,698635131305795584,None,None,12,10
4705,698635131305795584,None,None,12,10
4706,698635131305795584,None,None,12,10
4707,698635131305795584,None,None,12,10
4708,698549713696649216,Claude,None,9,10
4709,698549713696649216,Claude,None,9,10
4710,698549713696649216,Claude,None,9,10
4711,698549713696649216,Claude,None,9,10
4712,698355670425473025,Jessiga,None,10,10
4713,698355670425473025,Jessiga,None,10,10
4714,698355670425473025,Jessiga,None,10,10
4715,698355670425473025,Jessiga,None,10,10
4716,698342080612007937,Maximus,None,11,10
4717,698342080612007937,Maximus,None,11,10
4718,698342080612007937,Maximus,None,11,10
4719,698342080612007937,Maximus,None,11,10
4720,698262614669991936,Franklin,None,11,10
4721,698262614669991936,Franklin,None,11,10
4722,698262614669991936,Franklin,None,11,10
4723,698262614669991936,Franklin,None,11,10
4724,698195409219559425,Beau,None,9,10
4725,698195409219559425,Beau,None,9,10
4726,698195409219559425,Beau,None,9,10
4727,698195409219559425,Beau,None,9,10
4728,698178924120031232,Lily,None,10,10
4729,698178924120031232,Lily,None,10,10
4730,698178924120031232,Lily,None,10,10
4731,698178924120031232,Lily,None,10,10
4732,697995514407682048,None,None,11,10
4733,697995514407682048,None,None,11,10
4734,697995514407682048,None,None,11,10
4735,697995514407682048,None,None,11,10
4736,697990423684476929,Doug,None,11,10
4737,697990423684476929,Doug,None,11,10
4738,697990423684476929,Doug,None,11,10
4739,697990423684476929,Doug,None,11,10
4740,697943111201378304,Cassie,None,10,10
4741,697943111201378304,Cassie,None,10,10
4742,697943111201378304,Cassie,None,10,10
4743,697943111201378304,Cassie,None,10,10
4744,697881462549430272,Carter,None,10,10
4745,697881462549430272,Carter,None,10,10
4746,697881462549430272,Carter,None,10,10
4747,697881462549430272,Carter,None,10,10
4748,697616773278015490,None,None,11,10
4749,697616773278015490,None,None,11,10
4750,697616773278015490,None,pupper,11,10
4751,697616773278015490,None,None,11,10
4752,697596423848730625,None,None,11,10
4753,697596423848730625,None,None,11,10
4754,697596423848730625,None,pupper,11,10
4755,697596423848730625,None,None,11,10
4756,697575480820686848,Ole,None,8,10
4757,697575480820686848,Ole,None,8,10
4758,697575480820686848,Ole,None,8,10
4759,697575480820686848,Ole,None,8,10
4760,697482927769255936,Blipson,None,11,10
4761,697482927769255936,Blipson,None,11,10
4762,697482927769255936,Blipson,None,11,10
4763,697482927769255936,Blipson,None,11,10
4764,697463031882764288,None,None,44,40
4765,697463031882764288,None,None,44,40
4766,697463031882764288,None,None,44,40
4767,697463031882764288,None,None,44,40
4768,697270446429966336,Bentley,None,10,10
4769,697270446429966336,Bentley,None,10,10
4770,697270446429966336,Bentley,None,10,10
4771,697270446429966336,Bentley,None,10,10
4772,697259378236399616,getting,None,8,10
4773,697259378236399616,getting,None,8,10
4774,697259378236399616,getting,None,8,10
4775,697259378236399616,getting,None,8,10
4776,697255105972801536,Charlie,None,10,10
4777,697255105972801536,Charlie,None,10,10
4778,697255105972801536,Charlie,None,10,10
4779,697255105972801536,Charlie,None,10,10
4780,697242256848379904,Oakley,None,10,10
4781,697242256848379904,Oakley,None,10,10
4782,697242256848379904,Oakley,None,10,10
4783,697242256848379904,Oakley,None,10,10
4784,696900204696625153,Rosie,None,12,10
4785,696900204696625153,Rosie,None,12,10
4786,696900204696625153,Rosie,None,12,10
4787,696900204696625153,Rosie,None,12,10
4788,696894894812565505,None,None,9,10
4789,696894894812565505,None,None,9,10
4790,696894894812565505,None,None,9,10
4791,696894894812565505,None,None,9,10
4792,696886256886657024,None,None,12,10
4793,696886256886657024,None,None,12,10
4794,696886256886657024,None,None,12,10
4795,696886256886657024,None,None,12,10
4796,696877980375769088,Misty,None,9,10
4797,696877980375769088,Misty,None,9,10
4798,696877980375769088,Misty,pupper,9,10
4799,696877980375769088,Misty,None,9,10
4800,696754882863349760,Reptar,None,10,10
4801,696754882863349760,Reptar,None,10,10
4802,696754882863349760,Reptar,None,10,10
4803,696754882863349760,Reptar,None,10,10
4804,696713835009417216,Trevith,None,9,10
4805,696713835009417216,Trevith,None,9,10
4806,696713835009417216,Trevith,pupper,9,10
4807,696713835009417216,Trevith,None,9,10
4808,696488710901260288,None,None,12,10
4809,696488710901260288,None,None,12,10
4810,696488710901260288,None,None,12,10
4811,696488710901260288,None,None,12,10
4812,696405997980676096,Berb,None,7,10
4813,696405997980676096,Berb,None,7,10
4814,696405997980676096,Berb,None,7,10
4815,696405997980676096,Berb,None,7,10
4816,695816827381944320,None,None,11,10
4817,695816827381944320,None,None,11,10
4818,695816827381944320,None,None,11,10
4819,695816827381944320,None,None,11,10
4820,695794761660297217,Wyatt,None,13,10
4821,695794761660297217,Wyatt,None,13,10
4822,695794761660297217,Wyatt,None,13,10
4823,695794761660297217,Wyatt,None,13,10
4824,695767669421768709,None,None,13,10
4825,695767669421768709,None,None,13,10
4826,695767669421768709,None,None,13,10
4827,695767669421768709,None,None,13,10
4828,695629776980148225,Calvin,None,8,10
4829,695629776980148225,Calvin,None,8,10
4830,695629776980148225,Calvin,None,8,10
4831,695629776980148225,Calvin,None,8,10
4832,695446424020918272,None,None,12,10
4833,695446424020918272,None,None,12,10
4834,695446424020918272,None,None,12,10
4835,695446424020918272,None,None,12,10
4836,695409464418041856,Bob,None,10,10
4837,695409464418041856,Bob,None,10,10
4838,695409464418041856,Bob,None,10,10
4839,695409464418041856,Bob,None,10,10
4840,695314793360662529,Colin,None,10,10
4841,695314793360662529,Colin,None,10,10
4842,695314793360662529,Colin,None,10,10
4843,695314793360662529,Colin,None,10,10
4844,695095422348574720,just,None,12,10
4845,695095422348574720,just,None,12,10
4846,695095422348574720,just,pupper,12,10
4847,695095422348574720,just,None,12,10
4848,695074328191332352,Lorenzo,None,11,10
4849,695074328191332352,Lorenzo,None,11,10
4850,695074328191332352,Lorenzo,pupper,11,10
4851,695074328191332352,Lorenzo,None,11,10
4852,695064344191721472,None,None,4,10
4853,695064344191721472,None,None,4,10
4854,695064344191721472,None,None,4,10
4855,695064344191721472,None,None,4,10
4856,695051054296211456,Brian,None,6,10
4857,695051054296211456,Brian,None,6,10
4858,695051054296211456,Brian,None,6,10
4859,695051054296211456,Brian,None,6,10
4860,694905863685980160,Archie,None,10,10
4861,694905863685980160,Archie,None,10,10
4862,694905863685980160,Archie,None,10,10
4863,694905863685980160,Archie,None,10,10
4864,694669722378485760,Phil,None,12,10
4865,694669722378485760,Phil,None,12,10
4866,694669722378485760,Phil,None,12,10
4867,694669722378485760,Phil,None,12,10
4868,694356675654983680,None,None,10,10
4869,694356675654983680,None,None,10,10
4870,694356675654983680,None,pupper,10,10
4871,694356675654983680,None,None,10,10
4872,694352839993344000,Oliviér,None,10,10
4873,694352839993344000,Oliviér,None,10,10
4874,694352839993344000,Oliviér,None,10,10
4875,694352839993344000,Oliviér,None,10,10
4876,694329668942569472,Grady,None,9,10
4877,694329668942569472,Grady,None,9,10
4878,694329668942569472,Grady,pupper,9,10
