tweet_id,name,stage,rating_numerator,rating_denominator
868552278524837888,Cooper,None,12,10
868552278524837888,Cooper,None,12,10
867900495410671616,None,None,12,10
867900495410671616,None,None,12,10
867900495410671616,None,None,12,10
867900495410671616,None,None,12,10
867774946302451713,Harold,None,13,10
867774946302451713,Harold,None,13,10
867774946302451713,Harold,None,13,10
867774946302451713,Harold,None,13,10
867421006826221569,Shikha,None,12,10
867421006826221569,Shikha,None,12,10
867421006826221569,Shikha,None,12,10
867421006826221569,Shikha,puppo,12,10
867072653475098625,None,None,13,10
867072653475098625,None,None,13,10
867072653475098625,None,None,13,10
867072653475098625,None,None,13,10
867051520902168576,None,None,13,10
867051520902168576,None,None,13,10
867051520902168576,None,None,13,10
867051520902168576,None,None,13,10
866686824827068416,Lili,None,12,10
866686824827068416,Lili,None,12,10
866686824827068416,Lili,None,12,10
866686824827068416,Lili,None,12,10
866450705531457537,Jamesy,None,13,10
866450705531457537,Jamesy,None,13,10
866450705531457537,Jamesy,pupper,13,10
866450705531457537,Jamesy,None,13,10
866334964761202691,Coco,None,12,10
866334964761202691,Coco,None,12,10
866334964761202691,Coco,None,12,10
866334964761202691,Coco,None,12,10
865718153858494464,Boomer,None,13,10
865718153858494464,Boomer,None,13,10
865718153858494464,Boomer,None,13,10
865718153858494464,Boomer,None,13,10
865359393868664832,Sammy,None,13,10
865359393868664832,Sammy,None,13,10
865359393868664832,Sammy,None,13,10
865359393868664832,Sammy,None,13,10
865006731092295680,Nelly,None,13,10
865006731092295680,Nelly,None,13,10
865006731092295680,Nelly,None,13,10
865006731092295680,Nelly,None,13,10
864873206498414592,None,None,14,10
864873206498414592,None,None,14,10
864873206498414592,None,None,14,10
864873206498414592,None,None,14,10
864279568663928832,Meatball,None,12,10
864279568663928832,Meatball,None,12,10
864279568663928832,Meatball,None,12,10
864279568663928832,Meatball,None,12,10
864197398364647424,Paisley,None,13,10
864197398364647424,Paisley,None,13,10
864197398364647424,Paisley,None,13,10
864197398364647424,Paisley,None,13,10
863907417377173506,Albus,None,13,10
863907417377173506,Albus,None,13,10
863907417377173506,Albus,None,13,10
863907417377173506,Albus,None,13,10
863553081350529029,Neptune,None,13,10
863553081350529029,Neptune,None,13,10
863553081350529029,Neptune,None,13,10
863553081350529029,Neptune,None,13,10
863432100342583297,Belle,None,12,10
863432100342583297,Belle,None,12,10
863432100342583297,Belle,None,12,10
863432100342583297,Belle,None,12,10
863079547188785154,None,None,14,10
863079547188785154,None,None,14,10
863079547188785154,None,None,14,10
863079547188785154,None,None,14,10
863062471531167744,Quinn,None,13,10
863062471531167744,Quinn,None,13,10
863062471531167744,Quinn,None,13,10
863062471531167744,Quinn,None,13,10
862831371563274240,Zooey,None,13,10
862831371563274240,Zooey,None,13,10
862831371563274240,Zooey,None,13,10
862831371563274240,Zooey,None,13,10
862722525377298433,Dave,None,11,10
862722525377298433,Dave,None,11,10
862722525377298433,Dave,None,11,10
862722525377298433,Dave,None,11,10
862457590147678208,Jersey,None,13,10
862457590147678208,Jersey,None,13,10
862457590147678208,Jersey,None,13,10
862457590147678208,Jersey,None,13,10
862096992088072192,None,None,13,10
862096992088072192,None,None,13,10
862096992088072192,None,None,13,10
862096992088072192,None,None,13,10
861383897657036800,Hobbes,None,13,10
861383897657036800,Hobbes,None,13,10
861383897657036800,Hobbes,None,13,10
861383897657036800,Hobbes,None,13,10
861288531465048066,None,None,13,10
861288531465048066,None,None,13,10
861288531465048066,None,None,13,10
861288531465048066,None,None,13,10
861005113778896900,Burt,None,12,10
861005113778896900,Burt,None,12,10
861005113778896900,Burt,None,12,10
861005113778896900,Burt,None,12,10
860924035999428608,None,None,13,10
860924035999428608,None,None,13,10
860924035999428608,None,None,13,10
860924035999428608,None,None,13,10
860563773140209665,Lorenzo,None,13,10
860563773140209665,Lorenzo,None,13,10
860563773140209665,Lorenzo,None,13,10
860563773140209665,Lorenzo,None,13,10
860524505164394496,Carl,None,13,10
860524505164394496,Carl,None,13,10
860524505164394496,Carl,None,13,10
860524505164394496,Carl,None,13,10
860276583193509888,Jordy,None,12,10
860276583193509888,Jordy,None,12,10
860276583193509888,Jordy,None,12,10
860276583193509888,Jordy,None,12,10
860184849394610176,None,None,14,10
860184849394610176,None,None,14,10
860184849394610176,None,None,14,10
860184849394610176,None,None,14,10
859924526012018688,Milky,None,12,10
859924526012018688,Milky,None,12,10
859924526012018688,Milky,None,12,10
859924526012018688,Milky,None,12,10
859851578198683649,Trooper,None,13,10
859851578198683649,Trooper,None,13,10
859851578198683649,Trooper,None,13,10
859851578198683649,Trooper,None,13,10
859607811541651456,None,None,13,10
859607811541651456,None,None,13,10
859607811541651456,None,None,13,10
859607811541651456,None,puppo,13,10
859196978902773760,quite,None,12,10
859196978902773760,quite,None,12,10
859196978902773760,quite,None,12,10
859196978902773760,quite,None,12,10
859074603037188101,None,None,13,10
859074603037188101,None,None,13,10
859074603037188101,None,None,13,10
859074603037188101,None,None,13,10
858843525470990336,None,doggo,13,10
858843525470990336,None,None,13,10
858843525470990336,None,None,13,10
858843525470990336,None,None,13,10
858471635011153920,Sophie,None,13,10
858471635011153920,Sophie,None,13,10
858471635011153920,Sophie,None,13,10
858471635011153920,Sophie,None,13,10
858107933456039936,Wyatt,None,12,10
858107933456039936,Wyatt,None,12,10
858107933456039936,Wyatt,None,12,10
858107933456039936,Wyatt,None,12,10
857989990357356544,Rosie,None,12,10
857989990357356544,Rosie,None,12,10
857989990357356544,Rosie,None,12,10
857989990357356544,Rosie,None,12,10
857746408056729600,Thor,None,13,10
857746408056729600,Thor,None,13,10
857746408056729600,Thor,None,13,10
857746408056729600,Thor,None,13,10
857393404942143489,None,None,13,10
857393404942143489,None,None,13,10
857393404942143489,None,None,13,10
857393404942143489,None,None,13,10
857263160327368704,Oscar,None,13,10
857263160327368704,Oscar,None,13,10
857263160327368704,Oscar,None,13,10
857263160327368704,Oscar,None,13,10
857029823797047296,Zeke,None,12,10
857029823797047296,Zeke,None,12,10
857029823797047296,Zeke,None,12,10
857029823797047296,Zeke,None,12,10
856543823941562368,Callie,None,12,10
856543823941562368,Callie,None,12,10
856543823941562368,Callie,None,12,10
856543823941562368,Callie,None,12,10
856526610513747968,None,None,14,10
856526610513747968,None,None,14,10
856526610513747968,None,None,14,10
856526610513747968,None,None,14,10
856282028240666624,Cermet,None,14,10
856282028240666624,Cermet,None,14,10
856282028240666624,Cermet,None,14,10
856282028240666624,Cermet,None,14,10
855851453814013952,None,doggo,13,10
855851453814013952,None,None,13,10
855851453814013952,None,None,13,10
855851453814013952,None,puppo,13,10
855459453768019968,quite,None,12,10
855459453768019968,quite,None,12,10
855459453768019968,quite,None,12,10
855459453768019968,quite,None,12,10
854732716440526848,Marlee,None,12,10
854732716440526848,Marlee,None,12,10
854732716440526848,Marlee,None,12,10
854732716440526848,Marlee,None,12,10
854482394044301312,Arya,None,13,10
854482394044301312,Arya,None,13,10
854482394044301312,Arya,None,13,10
854482394044301312,Arya,None,13,10
854365224396361728,Einstein,None,13,10
854365224396361728,Einstein,None,13,10
854365224396361728,Einstein,None,13,10
854365224396361728,Einstein,None,13,10
854120357044912130,None,None,14,10
854120357044912130,None,None,14,10
854120357044912130,None,pupper,14,10
854120357044912130,None,None,14,10
854010172552949760,None,doggo,11,10
854010172552949760,None,floofer,11,10
854010172552949760,None,None,11,10
854010172552949760,None,None,11,10
853760880890318849,Alice,None,12,10
853760880890318849,Alice,None,12,10
853760880890318849,Alice,None,12,10
853760880890318849,Alice,None,12,10
853639147608842240,None,None,13,10
853639147608842240,None,None,13,10
853639147608842240,None,None,13,10
853639147608842240,None,None,13,10
853299958564483072,Rumpole,None,13,10
853299958564483072,Rumpole,None,13,10
853299958564483072,Rumpole,None,13,10
853299958564483072,Rumpole,None,13,10
852912242202992640,Benny,None,12,10
852912242202992640,Benny,None,12,10
852912242202992640,Benny,None,12,10
852912242202992640,Benny,None,12,10
852672615818899456,Aspen,None,12,10
852672615818899456,Aspen,None,12,10
852672615818899456,Aspen,None,12,10
852672615818899456,Aspen,None,12,10
852553447878664193,Jarod,None,13,10
852553447878664193,Jarod,None,13,10
852553447878664193,Jarod,None,13,10
852553447878664193,Jarod,None,13,10
852311364735569921,Wiggles,None,13,10
852311364735569921,Wiggles,None,13,10
852311364735569921,Wiggles,None,13,10
852311364735569921,Wiggles,None,13,10
852226086759018497,General,None,14,10
852226086759018497,General,None,14,10
852226086759018497,General,None,14,10
852226086759018497,General,None,14,10
852189679701164033,Sailor,None,12,10
852189679701164033,Sailor,None,12,10
852189679701164033,Sailor,None,12,10
852189679701164033,Sailor,None,12,10
851591660324737024,None,None,11,10
851591660324737024,None,None,11,10
851591660324737024,None,None,11,10
851591660324737024,None,None,11,10
851464819735769094,Iggy,None,14,10
851464819735769094,Iggy,None,14,10
851464819735769094,Iggy,None,14,10
851464819735769094,Iggy,None,14,10
851224888060895234,Snoop,None,13,10
851224888060895234,Snoop,None,13,10
851224888060895234,Snoop,None,13,10
851224888060895234,Snoop,None,13,10
850753642995093505,Kyle,None,11,10
850753642995093505,Kyle,None,11,10
850753642995093505,Kyle,None,11,10
850753642995093505,Kyle,None,11,10
850380195714523136,Leo,None,13,10
850380195714523136,Leo,None,13,10
850380195714523136,Leo,None,13,10
850380195714523136,Leo,None,13,10
850145622816686080,Riley,None,11,10
850145622816686080,Riley,None,11,10
850145622816686080,Riley,None,11,10
850145622816686080,Riley,None,11,10
850019790995546112,Boomer,None,12,10
850019790995546112,Boomer,None,12,10
850019790995546112,Boomer,pupper,12,10
850019790995546112,Boomer,None,12,10
849776966551130114,None,None,12,10
849776966551130114,None,None,12,10
849776966551130114,None,None,12,10
849776966551130114,None,None,12,10
849412302885593088,Noosh,None,12,10
849412302885593088,Noosh,None,12,10
849412302885593088,Noosh,None,12,10
849412302885593088,Noosh,None,12,10
849336543269576704,None,None,11,10
849336543269576704,None,None,11,10
849336543269576704,None,None,11,10
849336543269576704,None,None,11,10
849051919805034497,Kevin,None,13,10
849051919805034497,Kevin,None,13,10
849051919805034497,Kevin,None,13,10
849051919805034497,Kevin,None,13,10
848690551926992896,None,None,12,10
848690551926992896,None,None,12,10
848690551926992896,None,None,12,10
848690551926992896,None,None,12,10
848324959059550208,Odin,None,12,10
848324959059550208,Odin,None,12,10
848324959059550208,Odin,None,12,10
848324959059550208,Odin,None,12,10
848212111729840128,Jerry,None,6,10
848212111729840128,Jerry,None,6,10
848212111729840128,Jerry,None,6,10
848212111729840128,Jerry,None,6,10
847971574464610304,None,None,13,10
847971574464610304,None,None,13,10
847971574464610304,None,None,13,10
847971574464610304,None,None,13,10
847962785489326080,Georgie,None,10,10
847962785489326080,Georgie,None,10,10
847962785489326080,Georgie,None,10,10
847962785489326080,Georgie,None,10,10
847842811428974592,Rontu,None,12,10
847842811428974592,Rontu,None,12,10
847842811428974592,Rontu,None,12,10
847842811428974592,Rontu,None,12,10
847606175596138505,Cannon,None,12,10
847606175596138505,Cannon,None,12,10
847606175596138505,Cannon,None,12,10
847606175596138505,Cannon,None,12,10
847251039262605312,Furzey,None,12,10
847251039262605312,Furzey,None,12,10
847251039262605312,Furzey,None,12,10
847251039262605312,Furzey,None,12,10
847157206088847362,Daisy,None,11,10
847157206088847362,Daisy,None,11,10
847157206088847362,Daisy,None,11,10
847157206088847362,Daisy,None,11,10
847116187444137987,None,None,11,10
847116187444137987,None,None,11,10
847116187444137987,None,None,11,10
847116187444137987,None,None,11,10
846874817362120707,Tuck,None,13,10
846874817362120707,Tuck,None,13,10
846874817362120707,Tuck,None,13,10
846874817362120707,Tuck,None,13,10
846514051647705089,Barney,doggo,13,10
846514051647705089,Barney,None,13,10
846514051647705089,Barney,None,13,10
846514051647705089,Barney,None,13,10
846153765933735936,Vixen,None,13,10
846153765933735936,Vixen,None,13,10
846153765933735936,Vixen,None,13,10
846153765933735936,Vixen,None,13,10
846042936437604353,Jarvis,None,12,10
846042936437604353,Jarvis,None,12,10
846042936437604353,Jarvis,None,12,10
846042936437604353,Jarvis,None,12,10
845812042753855489,None,None,13,10
845812042753855489,None,None,13,10
845812042753855489,None,None,13,10
845812042753855489,None,None,13,10
845677943972139009,None,None,12,10
845677943972139009,None,None,12,10
845677943972139009,None,None,12,10
845677943972139009,None,None,12,10
845397057150107648,Mimosa,doggo,13,10
845397057150107648,Mimosa,None,13,10
845397057150107648,Mimosa,None,13,10
845397057150107648,Mimosa,None,13,10
845306882940190720,Pickles,None,12,10
845306882940190720,Pickles,None,12,10
845306882940190720,Pickles,pupper,12,10
845306882940190720,Pickles,None,12,10
844979544864018432,None,None,13,10
844979544864018432,None,None,13,10
844979544864018432,None,None,13,10
844979544864018432,None,None,13,10
844973813909606400,Brady,None,12,10
844973813909606400,Brady,None,12,10
844973813909606400,Brady,None,12,10
844973813909606400,Brady,None,12,10
844580511645339650,Charlie,None,11,10
844580511645339650,Charlie,None,11,10
844580511645339650,Charlie,None,11,10
844580511645339650,Charlie,None,11,10
844223788422217728,Margo,None,12,10
844223788422217728,Margo,None,12,10
844223788422217728,Margo,None,12,10
844223788422217728,Margo,None,12,10
843856843873095681,Sadie,None,12,10
843856843873095681,Sadie,None,12,10
843856843873095681,Sadie,None,12,10
843856843873095681,Sadie,None,12,10
843604394117681152,Hank,None,11,10
843604394117681152,Hank,None,11,10
843604394117681152,Hank,None,11,10
843604394117681152,Hank,None,11,10
843235543001513987,Tycho,None,13,10
843235543001513987,Tycho,None,13,10
843235543001513987,Tycho,None,13,10
843235543001513987,Tycho,None,13,10
842846295480000512,Charlie,None,13,10
842846295480000512,Charlie,None,13,10
842846295480000512,Charlie,None,13,10
